name,id,type1,type2,hp,attack,defense,special-attack,special-defense,speed,image
pincurchin,871,electric,,48,101,95,91,85,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png
snom,872,ice,bug,30,25,35,45,30,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png
frosmoth,873,ice,bug,70,65,60,125,90,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png
stonjourner,874,rock,,100,125,135,20,20,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png
eiscue-ice,875,ice,,75,80,110,65,90,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png
indeedee-male,876,psychic,normal,60,65,55,105,95,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png
morpeko-full-belly,877,electric,dark,58,95,58,70,58,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png
cufant,878,steel,,72,80,49,40,49,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png
copperajah,879,steel,,122,130,69,80,69,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png
dracozolt,880,electric,dragon,90,100,90,80,70,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png
arctozolt,881,electric,ice,90,100,90,90,80,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png
dracovish,882,water,dragon,90,90,100,70,80,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png
arctovish,883,water,ice,90,90,100,80,90,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png
duraludon,884,steel,dragon,70,95,115,120,50,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png
dreepy,885,dragon,ghost,28,60,30,40,30,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png
drakloak,886,dragon,ghost,68,80,50,60,50,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png
dragapult,887,dragon,ghost,88,120,75,100,75,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png
zacian,888,fairy,,92,120,115,80,115,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png
zamazenta,889,fighting,,92,120,115,80,115,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png
eternatus,890,poison,dragon,140,85,95,145,95,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png
kubfu,891,fighting,,60,90,60,53,50,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png
urshifu-single-strike,892,fighting,dark,100,130,100,63,60,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png
zarude,893,dark,grass,105,120,105,70,95,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png
regieleki,894,electric,,80,100,50,100,50,200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png
regidrago,895,dragon,,200,100,50,100,50,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png
glastrier,896,ice,,100,145,130,65,110,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png
spectrier,897,ghost,,100,65,60,145,80,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png
calyrex,898,psychic,grass,100,80,80,80,80,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png
wyrdeer,899,normal,psychic,103,105,72,105,75,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png
kleavor,900,bug,rock,70,135,95,45,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png
ursaluna,901,ground,normal,130,140,105,45,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png
basculegion-male,902,water,ghost,120,112,65,80,75,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png
sneasler,903,fighting,poison,80,130,60,40,80,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png
overqwil,904,dark,poison,85,115,95,65,65,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png
enamorus-incarnate,905,fairy,flying,74,115,70,135,80,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png
sprigatito,906,grass,,40,61,54,45,45,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png
floragato,907,grass,,61,80,63,60,63,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png
meowscarada,908,grass,dark,76,110,70,81,70,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png
fuecoco,909,fire,,67,45,59,63,40,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png
crocalor,910,fire,,81,55,78,90,58,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png
skeledirge,911,fire,ghost,104,75,100,110,75,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png
quaxly,912,water,,55,65,45,50,45,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png
quaxwell,913,water,,70,85,65,65,60,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png
quaquaval,914,water,fighting,85,120,80,85,75,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png
lechonk,915,normal,,54,45,40,35,45,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png
oinkologne-male,916,normal,,110,100,75,59,80,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png
tarountula,917,bug,,35,41,45,29,40,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png
spidops,918,bug,,60,79,92,52,86,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png
nymble,919,bug,,33,46,40,21,25,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png
lokix,920,bug,dark,71,102,78,52,55,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png
pawmi,921,electric,,45,50,20,40,25,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png
pawmo,922,electric,fighting,60,75,40,50,40,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png
pawmot,923,electric,fighting,70,115,70,70,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png
tandemaus,924,normal,,50,50,45,40,45,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png
maushold-family-of-four,925,normal,,74,75,70,65,75,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png
fidough,926,fairy,,37,55,70,30,55,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png
dachsbun,927,fairy,,57,80,115,50,80,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/927.png
smoliv,928,grass,normal,41,35,45,58,51,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/928.png
dolliv,929,grass,normal,52,53,60,78,78,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png
arboliva,930,grass,normal,78,69,90,125,109,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/930.png
squawkabilly-green-plumage,931,normal,flying,82,96,51,45,51,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/931.png
nacli,932,rock,,55,55,75,35,35,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/932.png
naclstack,933,rock,,60,60,100,35,65,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/933.png
garganacl,934,rock,,100,100,130,45,90,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png
charcadet,935,fire,,40,50,40,50,40,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/935.png
armarouge,936,fire,psychic,85,60,100,125,80,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/936.png
ceruledge,937,fire,ghost,75,125,80,60,100,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/937.png
tadbulb,938,electric,,61,31,41,59,35,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/938.png
bellibolt,939,electric,,109,64,91,103,83,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/939.png
wattrel,940,electric,flying,40,40,35,55,40,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/940.png
kilowattrel,941,electric,flying,70,70,60,105,60,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/941.png
maschiff,942,dark,,60,78,60,40,51,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/942.png
mabosstiff,943,dark,,80,120,90,60,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/943.png
shroodle,944,poison,normal,40,65,35,40,35,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/944.png
grafaiai,945,poison,normal,63,95,65,80,72,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/945.png
bramblin,946,grass,ghost,40,65,30,45,35,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/946.png
brambleghast,947,grass,ghost,55,115,70,80,70,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/947.png
toedscool,948,ground,grass,40,40,35,50,100,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/948.png
toedscruel,949,ground,grass,80,70,65,80,120,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/949.png
klawf,950,rock,,70,100,115,35,55,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/950.png
capsakid,951,grass,,50,62,40,62,40,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/951.png
scovillain,952,grass,fire,65,108,65,108,65,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/952.png
rellor,953,bug,,41,50,60,31,58,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/953.png
rabsca,954,bug,psychic,75,50,85,115,100,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/954.png
flittle,955,psychic,,30,35,30,55,30,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/955.png
espathra,956,psychic,,95,60,60,101,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/956.png
tinkatink,957,fairy,steel,50,45,45,35,64,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/957.png
tinkatuff,958,fairy,steel,65,55,55,45,82,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/958.png
tinkaton,959,fairy,steel,85,75,77,70,105,94,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/959.png
wiglett,960,water,,10,55,25,35,25,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/960.png
wugtrio,961,water,,35,100,50,50,70,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/961.png
bombirdier,962,flying,dark,70,103,85,60,85,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/962.png
finizen,963,water,,70,45,40,45,40,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/963.png
palafin-zero,964,water,,100,70,72,53,62,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/964.png
varoom,965,steel,poison,45,70,63,30,45,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/965.png
revavroom,966,steel,poison,80,119,90,54,67,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/966.png
cyclizar,967,dragon,normal,70,95,65,85,65,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/967.png
orthworm,968,steel,,70,85,145,60,55,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/968.png
glimmet,969,rock,poison,48,35,42,105,60,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/969.png
glimmora,970,rock,poison,83,55,90,130,81,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/970.png
greavard,971,ghost,,50,61,60,30,55,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/971.png
houndstone,972,ghost,,72,101,100,50,97,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/972.png
flamigo,973,flying,fighting,82,115,74,75,64,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/973.png
cetoddle,974,ice,,108,68,45,30,40,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/974.png
cetitan,975,ice,,170,113,65,45,55,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/975.png
veluza,976,water,psychic,90,102,73,78,65,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/976.png
dondozo,977,water,,150,100,115,65,65,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/977.png
tatsugiri-curly,978,dragon,water,68,50,60,120,95,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/978.png
annihilape,979,fighting,ghost,110,115,80,50,90,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/979.png
clodsire,980,poison,ground,130,75,60,45,100,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/980.png
farigiraf,981,normal,psychic,120,90,70,110,70,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/981.png
dudunsparce-two-segment,982,normal,,125,100,80,85,75,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/982.png
kingambit,983,dark,steel,100,135,120,60,85,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/983.png
great-tusk,984,ground,fighting,115,131,131,53,53,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/984.png
scream-tail,985,fairy,psychic,115,65,99,65,115,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/985.png
brute-bonnet,986,grass,dark,111,127,99,79,99,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/986.png
flutter-mane,987,ghost,fairy,55,55,55,135,135,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/987.png
slither-wing,988,bug,fighting,85,135,79,85,105,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/988.png
sandy-shocks,989,electric,ground,85,81,97,121,85,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/989.png
iron-treads,990,ground,steel,90,112,120,72,70,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/990.png
iron-bundle,991,ice,water,56,80,114,124,60,136,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/991.png
iron-hands,992,fighting,electric,154,140,108,50,68,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/992.png
iron-jugulis,993,dark,flying,94,80,86,122,80,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/993.png
iron-moth,994,fire,poison,80,70,60,140,110,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/994.png
iron-thorns,995,rock,electric,100,134,110,70,84,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/995.png
frigibax,996,dragon,ice,65,75,45,35,45,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png
arctibax,997,dragon,ice,90,95,66,45,65,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/997.png
baxcalibur,998,dragon,ice,115,145,92,75,86,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/998.png
gimmighoul,999,ghost,,45,30,70,75,70,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png
gholdengo,1000,steel,ghost,87,60,95,133,91,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png
wo-chien,1001,dark,grass,85,85,100,95,135,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1001.png
chien-pao,1002,dark,ice,80,120,80,90,65,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1002.png
ting-lu,1003,dark,ground,155,110,125,55,80,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1003.png
chi-yu,1004,dark,fire,55,80,80,135,120,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1004.png
roaring-moon,1005,dragon,dark,105,139,71,55,101,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1005.png
iron-valiant,1006,fairy,fighting,74,130,90,120,60,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1006.png
koraidon,1007,fighting,dragon,100,135,115,85,100,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1007.png
miraidon,1008,electric,dragon,100,85,100,135,115,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1008.png
walking-wake,1009,water,dragon,99,83,91,125,83,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1009.png
iron-leaves,1010,grass,psychic,90,130,88,70,108,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1010.png
dipplin,1011,grass,dragon,80,80,110,95,80,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1011.png
poltchageist,1012,grass,ghost,40,45,45,74,54,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1012.png
sinistcha,1013,grass,ghost,71,60,106,121,80,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1013.png
okidogi,1014,poison,fighting,88,128,115,58,86,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1014.png
munkidori,1015,poison,psychic,88,75,66,130,90,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1015.png
fezandipiti,1016,poison,fairy,88,91,82,70,125,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1016.png
ogerpon,1017,grass,,80,120,84,60,96,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1017.png
archaludon,1018,steel,dragon,90,105,130,125,65,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1018.png
hydrapple,1019,grass,dragon,106,80,110,120,80,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1019.png
gouging-fire,1020,fire,dragon,105,115,121,65,93,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1020.png
raging-bolt,1021,electric,dragon,125,73,91,137,89,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1021.png
iron-boulder,1022,rock,psychic,90,120,80,68,108,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1022.png
iron-crown,1023,steel,psychic,90,72,100,122,108,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1023.png
terapagos,1024,normal,,90,65,85,65,85,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1024.png
pecharunt,1025,poison,ghost,88,88,160,88,88,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1025.png
deoxys-attack,10001,psychic,,50,180,20,180,20,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10001.png
deoxys-defense,10002,psychic,,50,70,160,70,160,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10002.png
deoxys-speed,10003,psychic,,50,95,90,95,90,180,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10003.png
wormadam-sandy,10004,bug,ground,60,79,105,59,85,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10004.png
wormadam-trash,10005,bug,steel,60,69,95,69,95,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10005.png
shaymin-sky,10006,grass,flying,100,103,75,120,75,127,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10006.png
giratina-origin,10007,ghost,dragon,150,120,100,120,100,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10007.png
rotom-heat,10008,electric,fire,50,65,107,105,107,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10008.png
rotom-wash,10009,electric,water,50,65,107,105,107,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10009.png
rotom-frost,10010,electric,ice,50,65,107,105,107,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10010.png
rotom-fan,10011,electric,flying,50,65,107,105,107,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10011.png
rotom-mow,10012,electric,grass,50,65,107,105,107,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10012.png
castform-sunny,10013,fire,,70,70,70,70,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10013.png
castform-rainy,10014,water,,70,70,70,70,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10014.png
castform-snowy,10015,ice,,70,70,70,70,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10015.png
basculin-blue-striped,10016,water,,70,92,65,80,55,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10016.png
darmanitan-zen,10017,fire,psychic,105,30,105,140,105,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10017.png
meloetta-pirouette,10018,normal,fighting,100,128,90,77,77,128,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10018.png
tornadus-therian,10019,flying,,79,100,80,110,90,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10019.png
thundurus-therian,10020,electric,flying,79,105,70,145,80,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10020.png
landorus-therian,10021,ground,flying,89,145,90,105,80,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10021.png
kyurem-black,10022,dragon,ice,125,170,100,120,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10022.png
kyurem-white,10023,dragon,ice,125,120,90,170,100,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10023.png
keldeo-resolute,10024,water,fighting,91,72,90,129,90,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10024.png
meowstic-female,10025,psychic,,74,48,76,83,81,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10025.png
aegislash-blade,10026,steel,ghost,60,140,50,140,50,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10026.png
pumpkaboo-small,10027,ghost,grass,44,66,70,44,55,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10027.png
pumpkaboo-large,10028,ghost,grass,54,66,70,44,55,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10028.png
pumpkaboo-super,10029,ghost,grass,59,66,70,44,55,41,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10029.png
gourgeist-small,10030,ghost,grass,55,85,122,58,75,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10030.png
gourgeist-large,10031,ghost,grass,75,95,122,58,75,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10031.png
gourgeist-super,10032,ghost,grass,85,100,122,58,75,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10032.png
venusaur-mega,10033,grass,poison,80,100,123,122,120,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10033.png
charizard-mega-x,10034,fire,dragon,78,130,111,130,85,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10034.png
charizard-mega-y,10035,fire,flying,78,104,78,159,115,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10035.png
blastoise-mega,10036,water,,79,103,120,135,115,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10036.png
alakazam-mega,10037,psychic,,55,50,65,175,105,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10037.png
gengar-mega,10038,ghost,poison,60,65,80,170,95,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10038.png
kangaskhan-mega,10039,normal,,105,125,100,60,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10039.png
pinsir-mega,10040,bug,flying,65,155,120,65,90,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10040.png
gyarados-mega,10041,water,dark,95,155,109,70,130,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10041.png
aerodactyl-mega,10042,rock,flying,80,135,85,70,95,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10042.png
mewtwo-mega-x,10043,psychic,fighting,106,190,100,154,100,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10043.png
mewtwo-mega-y,10044,psychic,,106,150,70,194,120,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10044.png
ampharos-mega,10045,electric,dragon,90,95,105,165,110,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10045.png
scizor-mega,10046,bug,steel,70,150,140,65,100,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10046.png
heracross-mega,10047,bug,fighting,80,185,115,40,105,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10047.png
houndoom-mega,10048,dark,fire,75,90,90,140,90,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10048.png
tyranitar-mega,10049,rock,dark,100,164,150,95,120,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10049.png
blaziken-mega,10050,fire,fighting,80,160,80,130,80,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10050.png
gardevoir-mega,10051,psychic,fairy,68,85,65,165,135,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10051.png
mawile-mega,10052,steel,fairy,50,105,125,55,95,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10052.png
aggron-mega,10053,steel,,70,140,230,60,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10053.png
